,Complaints,Violations,Gap
"123 HENRY STREET New York, NY 10002",1.0,0.0,1.0
"123 LEXINGTON AVENUE New York, NY 10016",0.0,2.0,-2.0
"123 LUDLOW STREET New York, NY 10002",0.0,1.0,-1.0
"123 MANHATTAN AVENUE New York, NY 10025",0.0,2.0,-2.0
"123 MOTT STREET New York, NY 10013",2.0,2.0,0.0
"123 MULBERRY STREET New York, NY 10013",56.0,23.0,33.0
"123 POST AVENUE New York, NY 10034",15.0,22.0,-7.0
"123 VERMILYEA AVENUE New York, NY 10034",24.0,103.0,-79.0
"123 WADSWORTH AVENUE New York, NY 10033",0.0,2.0,-2.0
"123 WASHINGTON STREET New York, NY 10006",0.0,1.0,-1.0
"123 WAVERLY PLACE New York, NY 10011",1.0,0.0,1.0
"123 WEST 106 STREET New York, NY 10025",3.0,6.0,-3.0
"123 WEST 11 STREET New York, NY 10011",0.0,1.0,-1.0
"123 WEST 111 STREET New York, NY 10026",0.0,1.0,-1.0
"123 WEST 115 STREET New York, NY 10026",1.0,1.0,0.0
"123 WEST 117 STREET New York, NY 10026",0.0,2.0,-2.0
"123 WEST 118 STREET New York, NY 10026",0.0,2.0,-2.0
"123 WEST 126 STREET New York, NY 10027",0.0,2.0,-2.0
"123 WEST 128 STREET New York, NY 10027",0.0,1.0,-1.0
"123 WEST 130 STREET New York, NY 10027",1.0,2.0,-1.0
"123 WEST 131 STREET New York, NY 10027",2.0,3.0,-1.0
"123 WEST 133 STREET New York, NY 10030",0.0,2.0,-2.0
"123 WEST 135 STREET New York, NY 10030",2.0,4.0,-2.0
"123 WEST 142 STREET New York, NY 10030",1.0,0.0,1.0
"123 WEST 15 STREET New York, NY 10011",0.0,1.0,-1.0
"123 WEST 16 STREET New York, NY 10011",4.0,1.0,3.0
"123 WEST 45 STREET New York, NY 10036",0.0,2.0,-2.0
"123 WEST 56 STREET New York, NY 10019",0.0,1.0,-1.0
"123 WEST 57 STREET New York, NY 10019",0.0,2.0,-2.0
"123 WEST 74 STREET New York, NY 10023",0.0,1.0,-1.0
"123 WEST 75 STREET New York, NY 10023",1.0,3.0,-2.0
"123 WEST 77 STREET New York, NY 10024",0.0,1.0,-1.0
"123 WEST 81 STREET New York, NY 10024",4.0,1.0,3.0
"123 WEST 85 STREET New York, NY 10024",1.0,2.0,-1.0
"123 WEST 86 STREET New York, NY 10024",0.0,1.0,-1.0
"123 WEST 87 STREET New York, NY 10024",0.0,2.0,-2.0
"123 WEST 92 STREET New York, NY 10025",0.0,2.0,-2.0
"123 WEST 93 STREET New York, NY 10025",1.0,0.0,1.0
"123 WEST 95 STREET New York, NY 10025",0.0,2.0,-2.0
"1230 BROADWAY New York, NY 10001",11.0,4.0,7.0
"1230 PARK AVENUE New York, NY 10128",0.0,1.0,-1.0
"1233 1 AVENUE New York, NY 10065",2.0,0.0,2.0
"1234 MADISON AVENUE New York, NY 10128",1.0,0.0,1.0
"1235 AMSTERDAM AVENUE New York, NY 10027",0.0,1.0,-1.0
"1236 MADISON AVENUE New York, NY 10128",0.0,1.0,-1.0
"1238 2 AVENUE New York, NY 10065",1.0,0.0,1.0
"1238 ST NICHOLAS AVENUE New York, NY 10032",41.0,51.0,-10.0
"124 1 AVENUE New York, NY 10009",0.0,1.0,-1.0
"124 2 AVENUE New York, NY 10003",2.0,7.0,-5.0
"124 AVENUE C New York, NY 10009",0.0,1.0,-1.0
"124 EAST 102 STREET New York, NY 10029",1.0,1.0,0.0
"124 EAST 103 STREET New York, NY 10029",11.0,7.0,4.0
"124 EAST 107 STREET New York, NY 10029",36.0,53.0,-17.0
"124 EAST 116 STREET New York, NY 10029",2.0,1.0,1.0
"124 EAST 118 STREET New York, NY 10035",0.0,1.0,-1.0
"124 EAST 126 STREET New York, NY 10035",1.0,0.0,1.0
"124 EAST 13 STREET New York, NY 10003",0.0,1.0,-1.0
"124 EAST 27 STREET New York, NY 10016",4.0,2.0,2.0
"124 EAST 37 STREET New York, NY 10016",3.0,0.0,3.0
"124 EAST 84 STREET New York, NY 10028",1.0,1.0,0.0
"124 FORSYTH STREET New York, NY 10002",2.0,0.0,2.0
"124 FT GEORGE AVENUE New York, NY 10040",35.0,19.0,16.0
"124 LEXINGTON AVENUE New York, NY 10016",0.0,1.0,-1.0
"124 LUDLOW STREET New York, NY 10002",3.0,0.0,3.0
"124 MAC DOUGAL STREET New York, NY 10012",1.0,0.0,1.0
"124 MOTT STREET New York, NY 10013",1.0,0.0,1.0
"124 REAR RIDGE STREET New York, NY 10002",0.0,1.0,-1.0
"124 RIDGE STREET New York, NY 10002",0.0,1.0,-1.0
"124 SHERMAN AVENUE New York, NY 10034",28.0,45.0,-17.0
"124 WEST 109 STREET New York, NY 10025",0.0,1.0,-1.0
"124 WEST 111 STREET New York, NY 10026",0.0,2.0,-2.0
"124 WEST 112 STREET New York, NY 10026",0.0,1.0,-1.0
"124 WEST 117 STREET New York, NY 10026",0.0,1.0,-1.0
"124 WEST 120 STREET New York, NY 10027",1.0,0.0,1.0
"124 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"124 WEST 125 STREET New York, NY 10027",1.0,0.0,1.0
"124 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"124 WEST 131 STREET New York, NY 10027",1.0,2.0,-1.0
"124 WEST 132 STREET New York, NY 10027",0.0,1.0,-1.0
"124 WEST 134 STREET New York, NY 10030",1.0,3.0,-2.0
"124 WEST 137 STREET New York, NY 10030",21.0,23.0,-2.0
"124 WEST 16 STREET New York, NY 10011",0.0,2.0,-2.0
"124 WEST 25 STREET New York, NY 10001",14.0,19.0,-5.0
"124 WEST 29 STREET New York, NY 10001",1.0,2.0,-1.0
"124 WEST 75 STREET New York, NY 10023",0.0,1.0,-1.0
"124 WEST 80 STREET New York, NY 10024",0.0,2.0,-2.0
"124 WEST 81 STREET New York, NY 10024",1.0,0.0,1.0
"124 WEST 93 STREET New York, NY 10025",3.0,6.0,-3.0
"1241 AMSTERDAM AVENUE New York, NY 10027",4.0,21.0,-17.0
"1245 ST NICHOLAS AVENUE New York, NY 10032",6.0,5.0,1.0
"125 2 AVENUE New York, NY 10003",11.0,61.0,-50.0
"125 ALLEN STREET New York, NY 10002",16.0,41.0,-25.0
"125 AVENUE D New York, NY 10009",0.0,1.0,-1.0
"125 BARROW STREET New York, NY 10014",0.0,1.0,-1.0
"125 CHAMBERS STREET New York, NY 10007",0.0,1.0,-1.0
"125 CHURCH STREET New York, NY 10007",0.0,2.0,-2.0
"125 EAST 101 STREET New York, NY 10029",0.0,2.0,-2.0
"125 EAST 106 STREET New York, NY 10029",0.0,1.0,-1.0
"125 EAST 118 STREET New York, NY 10035",21.0,21.0,0.0
"125 EAST 119 STREET New York, NY 10035",0.0,1.0,-1.0
"125 EAST 15 STREET New York, NY 10003",0.0,2.0,-2.0
"125 EAST 24 STREET New York, NY 10010",0.0,1.0,-1.0
"125 EAST 4 STREET New York, NY 10003",0.0,2.0,-2.0
"125 EAST 64 STREET New York, NY 10065",0.0,1.0,-1.0
"125 EAST 71 STREET New York, NY 10021",0.0,1.0,-1.0
"125 EAST 73 STREET New York, NY 10021",0.0,1.0,-1.0
"125 EAST 80 STREET New York, NY 10075",0.0,2.0,-2.0
"125 EAST 82 STREET New York, NY 10028",3.0,3.0,0.0
"125 EAST 83 STREET New York, NY 10028",0.0,1.0,-1.0
"125 EAST 88 STREET New York, NY 10128",4.0,0.0,4.0
"125 EAST 93 STREET New York, NY 10128",1.0,1.0,0.0
"125 ELIZABETH STREET New York, NY 10013",3.0,3.0,0.0
"125 GRAND STREET New York, NY 10013",0.0,1.0,-1.0
"125 GREENE STREET New York, NY 10012",0.0,1.0,-1.0
"125 HENRY STREET New York, NY 10002",0.0,1.0,-1.0
"125 MAC DOUGAL STREET New York, NY 10012",3.0,2.0,1.0
"125 MADISON STREET New York, NY 10002",20.0,28.0,-8.0
"125 ORCHARD STREET New York, NY 10002",1.0,0.0,1.0
"125 POST AVENUE New York, NY 10034",5.0,43.0,-38.0
"125 PRINCE STREET New York, NY 10012",1.0,0.0,1.0
"125 RIVERSIDE DRIVE New York, NY 10024",4.0,9.0,-5.0
"125 SEAMAN AVENUE New York, NY 10034",64.0,56.0,8.0
"125 SHERMAN AVENUE New York, NY 10034",1.0,0.0,1.0
"125 VERMILYEA AVENUE New York, NY 10034",3.0,23.0,-20.0
"125 WADSWORTH AVENUE New York, NY 10033",1.0,0.0,1.0
"125 WEST 116 STREET New York, NY 10026",3.0,6.0,-3.0
"125 WEST 117 STREET New York, NY 10026",0.0,1.0,-1.0
"125 WEST 118 STREET New York, NY 10026",1.0,0.0,1.0
"125 WEST 12 STREET New York, NY 10011",0.0,2.0,-2.0
"125 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"125 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"125 WEST 125 STREET New York, NY 10027",1.0,0.0,1.0
"125 WEST 126 STREET New York, NY 10027",0.0,1.0,-1.0
"125 WEST 133 STREET New York, NY 10030",0.0,1.0,-1.0
"125 WEST 137 STREET New York, NY 10030",27.0,15.0,12.0
"125 WEST 138 STREET New York, NY 10030",5.0,36.0,-31.0
"125 WEST 15 STREET New York, NY 10011",0.0,2.0,-2.0
"125 WEST 22 STREET New York, NY 10011",0.0,1.0,-1.0
"125 WEST 3 STREET New York, NY 10012",0.0,1.0,-1.0
"125 WEST 45 STREET New York, NY 10036",0.0,1.0,-1.0
"125 WEST 70 STREET New York, NY 10023",0.0,1.0,-1.0
"125 WEST 75 STREET New York, NY 10023",0.0,2.0,-2.0
"125 WEST 77 STREET New York, NY 10024",0.0,1.0,-1.0
"125 WEST 81 STREET New York, NY 10024",2.0,14.0,-12.0
"125 WEST 82 STREET New York, NY 10024",59.0,11.0,48.0
"125 WEST 85 STREET New York, NY 10024",0.0,1.0,-1.0
"125 WEST 88 STREET New York, NY 10024",0.0,1.0,-1.0
"125 WEST 92 STREET New York, NY 10025",0.0,1.0,-1.0
"125 WEST 97 STREET New York, NY 10025",3.0,6.0,-3.0
"1250 3 AVENUE New York, NY 10021",1.0,1.0,0.0
"1250 5 AVENUE New York, NY 10029",5.0,22.0,-17.0
"1252 ST NICHOLAS AVENUE New York, NY 10032",1.0,0.0,1.0
"1253 ST NICHOLAS AVENUE New York, NY 10032",1.0,1.0,0.0
"1254 LEXINGTON AVENUE New York, NY 10028",0.0,1.0,-1.0
"1258 LEXINGTON AVENUE New York, NY 10028",0.0,1.0,-1.0
"1259 PARK AVENUE New York, NY 10029",1.0,0.0,1.0
"126 1 AVENUE New York, NY 10009",1.0,0.0,1.0
"126 BAXTER STREET New York, NY 10013",1.0,0.0,1.0
"126 EAST 10 STREET New York, NY 10003",0.0,2.0,-2.0
"126 EAST 101 STREET New York, NY 10029",0.0,2.0,-2.0
"126 EAST 103 STREET New York, NY 10029",19.0,5.0,14.0
"126 EAST 104 STREET New York, NY 10029",2.0,0.0,2.0
"126 EAST 118 STREET New York, NY 10035",10.0,31.0,-21.0
"126 EAST 12 STREET New York, NY 10003",5.0,1.0,4.0
"126 EAST 126 STREET New York, NY 10035",1.0,0.0,1.0
"126 EAST 19 STREET New York, NY 10003",2.0,3.0,-1.0
"126 EAST 27 STREET New York, NY 10016",1.0,4.0,-3.0
"126 EAST 39 STREET New York, NY 10016",1.0,3.0,-2.0
"126 EAST 4 STREET New York, NY 10003",1.0,0.0,1.0
"126 EAST 57 STREET New York, NY 10022",0.0,2.0,-2.0
"126 EAST 75 STREET New York, NY 10021",0.0,2.0,-2.0
"126 EAST 83 STREET New York, NY 10028",3.0,1.0,2.0
"126 EAST 93 STREET New York, NY 10128",8.0,2.0,6.0
"126 EAST BROADWAY New York, NY 10002",0.0,1.0,-1.0
"126 ELIZABETH STREET New York, NY 10013",2.0,0.0,2.0
"126 LA SALLE STREET New York, NY 10027",4.0,0.0,4.0
"126 LEXINGTON AVENUE New York, NY 10016",3.0,5.0,-2.0
"126 MAC DOUGAL STREET New York, NY 10012",1.0,1.0,0.0
"126 MADISON AVENUE New York, NY 10016",0.0,1.0,-1.0
"126 MULBERRY STREET New York, NY 10013",0.0,3.0,-3.0
"126 NAGLE AVENUE New York, NY 10040",12.0,13.0,-1.0
"126 READE STREET New York, NY 10013",1.0,1.0,0.0
"126 RIVINGTON STREET New York, NY 10002",0.0,1.0,-1.0
"126 WEST 109 STREET New York, NY 10025",4.0,3.0,1.0
"126 WEST 11 STREET New York, NY 10011",1.0,1.0,0.0
"126 WEST 111 STREET New York, NY 10026",0.0,2.0,-2.0
"126 WEST 112 STREET New York, NY 10026",15.0,0.0,15.0
"126 WEST 117 STREET New York, NY 10026",0.0,1.0,-1.0
"126 WEST 118 STREET New York, NY 10026",0.0,1.0,-1.0
"126 WEST 121 STREET New York, NY 10027",0.0,1.0,-1.0
"126 WEST 124 STREET New York, NY 10027",0.0,2.0,-2.0
"126 WEST 127 STREET New York, NY 10027",1.0,0.0,1.0
"126 WEST 129 STREET New York, NY 10027",0.0,1.0,-1.0
"126 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"126 WEST 139 STREET New York, NY 10030",1.0,0.0,1.0
"126 WEST 227 STREET New York, NY 10463",1.0,0.0,1.0
"126 WEST 25 STREET New York, NY 10001",3.0,1.0,2.0
"126 WEST 46 STREET New York, NY 10036",0.0,2.0,-2.0
"126 WEST 57 STREET New York, NY 10019",0.0,1.0,-1.0
"126 WEST 71 STREET New York, NY 10023",0.0,1.0,-1.0
"126 WEST 73 STREET New York, NY 10023",2.0,2.0,0.0
"126 WEST 74 STREET New York, NY 10023",3.0,2.0,1.0
"126 WEST 78 STREET New York, NY 10024",0.0,1.0,-1.0
"126 WEST 81 STREET New York, NY 10024",0.0,1.0,-1.0
"126 WEST WASHINGTON PLACE New York, NY 10014",0.0,1.0,-1.0
"1260 2 AVENUE New York, NY 10065",9.0,12.0,-3.0
"1260 BROADWAY New York, NY 10001",0.0,2.0,-2.0
"1261 MADISON AVENUE New York, NY 10128",0.0,1.0,-1.0
"1261 ST NICHOLAS AVENUE New York, NY 10033",1.0,0.0,1.0
"1263 5 AVENUE New York, NY 10029",0.0,2.0,-2.0
"1263 PARK AVENUE New York, NY 10029",0.0,2.0,-2.0
"1264 AMSTERDAM AVENUE New York, NY 10027",0.0,1.0,-1.0
"1265 BROADWAY New York, NY 10001",1.0,0.0,1.0
"1265 PARK AVENUE New York, NY 10029",12.0,0.0,12.0
"1266 1 AVENUE New York, NY 10065",1.0,7.0,-6.0
"1267 1 AVENUE New York, NY 10065",0.0,2.0,-2.0
"1267 PARK AVENUE New York, NY 10029",4.0,0.0,4.0
"1268 AMSTERDAM AVENUE New York, NY 10027",5.0,13.0,-8.0
"1269 1 AVENUE New York, NY 10065",1.0,1.0,0.0
"1269 PARK AVENUE New York, NY 10029",0.0,2.0,-2.0
"127 2 AVENUE New York, NY 10003",35.0,51.0,-16.0
"127 4 AVENUE New York, NY 10003",0.0,1.0,-1.0
"127 ALLEN STREET New York, NY 10002",2.0,5.0,-3.0
"127 AVENUE B New York, NY 10009",0.0,1.0,-1.0
"127 AVENUE C New York, NY 10009",2.0,0.0,2.0
"127 EAST 101 STREET New York, NY 10029",10.0,0.0,10.0
"127 EAST 102 STREET New York, NY 10029",2.0,0.0,2.0
"127 EAST 106 STREET New York, NY 10029",0.0,2.0,-2.0
"127 EAST 107 STREET New York, NY 10029",15.0,10.0,5.0
"127 EAST 110 STREET New York, NY 10029",0.0,1.0,-1.0
"127 EAST 117 STREET New York, NY 10035",5.0,13.0,-8.0
"127 EAST 119 STREET New York, NY 10035",0.0,1.0,-1.0
"127 EAST 28 STREET New York, NY 10016",0.0,1.0,-1.0
"127 EAST 30 STREET New York, NY 10016",2.0,0.0,2.0
"127 EAST 55 STREET New York, NY 10022",0.0,2.0,-2.0
"127 EAST 60 STREET New York, NY 10022",0.0,1.0,-1.0
"127 EAST 64 STREET New York, NY 10065",0.0,1.0,-1.0
"127 EAST 69 STREET New York, NY 10021",0.0,2.0,-2.0
"127 EAST 7 STREET New York, NY 10009",10.0,0.0,10.0
"127 EAST BROADWAY New York, NY 10002",1.0,1.0,0.0
"127 EDGECOMBE AVENUE New York, NY 10030",0.0,1.0,-1.0
"127 HENRY STREET New York, NY 10002",2.0,0.0,2.0
"127 JOHN STREET New York, NY 10038",3.0,0.0,3.0
"127 LEXINGTON AVENUE New York, NY 10016",1.0,0.0,1.0
"127 MADISON AVENUE New York, NY 10016",0.0,1.0,-1.0
"127 MOTT STREET New York, NY 10013",16.0,16.0,0.0
"127 ORCHARD STREET New York, NY 10002",2.0,4.0,-2.0
"127 POST AVENUE New York, NY 10034",15.0,19.0,-4.0
"127 PRINCE STREET New York, NY 10012",0.0,1.0,-1.0
"127 REAR MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"127 RIVERSIDE DRIVE New York, NY 10024",5.0,15.0,-10.0
"127 RIVINGTON STREET New York, NY 10002",2.0,18.0,-16.0
"127 VERMILYEA AVENUE New York, NY 10034",6.0,24.0,-18.0
"127 WEST 111 STREET New York, NY 10026",4.0,0.0,4.0
"127 WEST 117 STREET New York, NY 10026",0.0,1.0,-1.0
"127 WEST 118 STREET New York, NY 10026",0.0,2.0,-2.0
"127 WEST 119 STREET New York, NY 10026",0.0,1.0,-1.0
"127 WEST 123 STREET New York, NY 10027",0.0,2.0,-2.0
"127 WEST 126 STREET New York, NY 10027",7.0,5.0,2.0
"127 WEST 129 STREET New York, NY 10027",0.0,2.0,-2.0
"127 WEST 131 STREET New York, NY 10027",0.0,1.0,-1.0
"127 WEST 133 STREET New York, NY 10030",0.0,1.0,-1.0
"127 WEST 135 STREET New York, NY 10030",12.0,3.0,9.0
"127 WEST 137 STREET New York, NY 10030",1.0,0.0,1.0
"127 WEST 141 STREET New York, NY 10030",8.0,26.0,-18.0
"127 WEST 15 STREET New York, NY 10011",1.0,1.0,0.0
"127 WEST 26 STREET New York, NY 10001",1.0,0.0,1.0
"127 WEST 28 STREET New York, NY 10001",1.0,0.0,1.0
"127 WEST 43 STREET New York, NY 10036",15.0,4.0,11.0
"127 WEST 70 STREET New York, NY 10023",0.0,2.0,-2.0
"127 WEST 77 STREET New York, NY 10024",0.0,1.0,-1.0
"127 WEST 78 STREET New York, NY 10024",0.0,1.0,-1.0
"127 WEST 81 STREET New York, NY 10024",0.0,1.0,-1.0
"127 WEST 89 STREET New York, NY 10024",8.0,14.0,-6.0
"127 WEST 92 STREET New York, NY 10025",1.0,1.0,0.0
"127 WEST 95 STREET New York, NY 10025",0.0,1.0,-1.0
"1270 3 AVENUE New York, NY 10021",1.0,0.0,1.0
"1270 5 AVENUE New York, NY 10029",2.0,1.0,1.0
"1270 AMSTERDAM AVENUE New York, NY 10027",1.0,1.0,0.0
"1270 ST NICHOLAS AVENUE New York, NY 10033",2.0,0.0,2.0
"1271 ST NICHOLAS AVENUE New York, NY 10033",9.0,3.0,6.0
"1272 AMSTERDAM AVENUE New York, NY 10027",4.0,7.0,-3.0
"1273 1 AVENUE New York, NY 10065",0.0,1.0,-1.0
"1273 3 AVENUE New York, NY 10021",3.0,0.0,3.0
"1274 1 AVENUE New York, NY 10065",5.0,9.0,-4.0
"1274 5 AVENUE New York, NY 10029",2.0,0.0,2.0
"1274 AMSTERDAM AVENUE New York, NY 10027",18.0,19.0,-1.0
"1275 YORK AVENUE New York, NY 10065",1.0,0.0,1.0
"1278 1 AVENUE New York, NY 10065",4.0,2.0,2.0
"1279 1 AVENUE New York, NY 10065",1.0,1.0,0.0
"128 2 AVENUE New York, NY 10003",140.0,123.0,17.0
"128 7 AVENUE New York, NY 10011",0.0,1.0,-1.0
"128 9 AVENUE New York, NY 10011",1.0,0.0,1.0
"128 AUDUBON AVENUE New York, NY 10032",22.0,26.0,-4.0
"128 EAST 29 STREET New York, NY 10016",5.0,6.0,-1.0
"128 EAST 62 STREET New York, NY 10065",0.0,1.0,-1.0
"128 EAST 72 STREET New York, NY 10021",0.0,1.0,-1.0
"128 EAST 83 STREET New York, NY 10028",0.0,1.0,-1.0
"128 EAST 84 STREET New York, NY 10028",0.0,1.0,-1.0
"128 EAST 86 STREET New York, NY 10028",5.0,12.0,-7.0
"128 EAST 96 STREET New York, NY 10128",1.0,0.0,1.0
"128 EDGECOMBE AVENUE New York, NY 10030",3.0,0.0,3.0
"128 FRONT PINEHURST AVENUE New York, NY 10033",0.0,1.0,-1.0
"128 HESTER STREET New York, NY 10002",0.0,2.0,-2.0
"128 JANE STREET New York, NY 10014",3.0,2.0,1.0
"128 MAC DOUGAL STREET New York, NY 10012",4.0,18.0,-14.0
"128 MADISON AVENUE New York, NY 10016",0.0,1.0,-1.0
"128 REAR PINEHURST AVENUE New York, NY 10033",0.0,1.0,-1.0
"128 SEAMAN AVENUE New York, NY 10034",15.0,10.0,5.0
"128 SHERMAN AVENUE New York, NY 10034",1.0,2.0,-1.0
"128 ST MARKS PLACE New York, NY 10009",7.0,3.0,4.0
"128 THOMPSON STREET New York, NY 10012",1.0,5.0,-4.0
"128 WEST 109 STREET New York, NY 10025",0.0,1.0,-1.0
"128 WEST 111 STREET New York, NY 10026",0.0,2.0,-2.0
"128 WEST 112 STREET New York, NY 10026",3.0,1.0,2.0
"128 WEST 116 STREET New York, NY 10026",0.0,2.0,-2.0
"128 WEST 117 STREET New York, NY 10026",0.0,2.0,-2.0
"128 WEST 118 STREET New York, NY 10026",0.0,2.0,-2.0
"128 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"128 WEST 124 STREET New York, NY 10027",0.0,2.0,-2.0
"128 WEST 128 STREET New York, NY 10027",5.0,4.0,1.0
"128 WEST 13 STREET New York, NY 10011",0.0,2.0,-2.0
"128 WEST 131 STREET New York, NY 10027",0.0,2.0,-2.0
"128 WEST 132 STREET New York, NY 10027",1.0,0.0,1.0
"128 WEST 134 STREET New York, NY 10030",4.0,15.0,-11.0
"128 WEST 136 STREET New York, NY 10030",0.0,2.0,-2.0
"128 WEST 30 STREET New York, NY 10001",1.0,0.0,1.0
"128 WEST 47 STREET New York, NY 10036",0.0,1.0,-1.0
"128 WEST 71 STREET New York, NY 10023",0.0,1.0,-1.0
"128 WEST 72 STREET New York, NY 10023",1.0,0.0,1.0
"128 WEST 73 STREET New York, NY 10023",2.0,3.0,-1.0
"128 WEST 74 STREET New York, NY 10023",3.0,5.0,-2.0
"128 WEST 81 STREET New York, NY 10024",0.0,1.0,-1.0
"128 WEST 82 STREET New York, NY 10024",0.0,1.0,-1.0
"1281 AMSTERDAM AVENUE New York, NY 10027",0.0,2.0,-2.0
"1281 ST NICHOLAS AVENUE New York, NY 10033",4.0,20.0,-16.0
"1282 1 AVENUE New York, NY 10065",19.0,2.0,17.0
"1282 BROADWAY New York, NY 10001",2.0,0.0,2.0
"1283 2 AVENUE New York, NY 10065",0.0,1.0,-1.0
"1285 1 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1285 3 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1285 MADISON AVENUE New York, NY 10128",0.0,2.0,-2.0
"1286 1 AVENUE New York, NY 10021",16.0,26.0,-10.0
"1289 MADISON AVENUE New York, NY 10128",0.0,2.0,-2.0
"129 1 AVENUE New York, NY 10003",0.0,1.0,-1.0
"129 2 AVENUE New York, NY 10003",1.0,1.0,0.0
"129 ALLEN STREET New York, NY 10002",0.0,1.0,-1.0
"129 AVENUE C New York, NY 10009",20.0,8.0,12.0
"129 AVENUE D New York, NY 10009",8.0,8.0,0.0
"129 BARROW STREET New York, NY 10014",0.0,1.0,-1.0
"129 CROSBY STREET New York, NY 10012",0.0,2.0,-2.0
"129 EAST 101 STREET New York, NY 10029",1.0,1.0,0.0
"129 EAST 102 STREET New York, NY 10029",2.0,2.0,0.0
"129 EAST 123 STREET New York, NY 10035",4.0,2.0,2.0
"129 EAST 47 STREET New York, NY 10017",0.0,1.0,-1.0
"129 EAST 49 STREET New York, NY 10017",1.0,2.0,-1.0
"129 EAST 78 STREET New York, NY 10075",0.0,1.0,-1.0
"129 EAST 80 STREET New York, NY 10075",0.0,2.0,-2.0
"129 EAST 82 STREET New York, NY 10028",1.0,1.0,0.0
"129 EAST BROADWAY New York, NY 10002",8.0,2.0,6.0
"129 EDGECOMBE AVENUE New York, NY 10030",2.0,2.0,0.0
"129 FRONT STREET New York, NY 10005",0.0,2.0,-2.0
"129 GRAND STREET New York, NY 10013",0.0,1.0,-1.0
"129 LEXINGTON AVENUE New York, NY 10016",0.0,2.0,-2.0
"129 MADISON AVENUE New York, NY 10016",0.0,1.0,-1.0
"129 MOTT STREET New York, NY 10013",0.0,2.0,-2.0
"129 PERRY STREET New York, NY 10014",15.0,9.0,6.0
"129 REAR MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"129 SHERMAN AVENUE New York, NY 10034",3.0,0.0,3.0
"129 WADSWORTH AVENUE New York, NY 10033",23.0,45.0,-22.0
"129 WEST 117 STREET New York, NY 10026",0.0,1.0,-1.0
"129 WEST 118 STREET New York, NY 10026",0.0,1.0,-1.0
"129 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"129 WEST 12 STREET New York, NY 10011",0.0,2.0,-2.0
"129 WEST 120 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 122 STREET New York, NY 10027",0.0,2.0,-2.0
"129 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 128 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 129 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 131 STREET New York, NY 10027",0.0,1.0,-1.0
"129 WEST 133 STREET New York, NY 10030",1.0,0.0,1.0
"129 WEST 136 STREET New York, NY 10030",0.0,2.0,-2.0
"129 WEST 137 STREET New York, NY 10030",3.0,41.0,-38.0
"129 WEST 147 STREET New York, NY 10039",20.0,19.0,1.0
"129 WEST 15 STREET New York, NY 10011",1.0,2.0,-1.0
"129 WEST 20 STREET New York, NY 10011",0.0,1.0,-1.0
"129 WEST 29 STREET New York, NY 10001",1.0,0.0,1.0
"129 WEST 46 STREET New York, NY 10036",1.0,2.0,-1.0
"129 WEST 56 STREET New York, NY 10019",0.0,1.0,-1.0
"129 WEST 70 STREET New York, NY 10023",2.0,0.0,2.0
"129 WEST 72 STREET New York, NY 10023",16.0,0.0,16.0
"129 WEST 74 STREET New York, NY 10023",4.0,0.0,4.0
"129 WEST 77 STREET New York, NY 10024",0.0,1.0,-1.0
"129 WEST 80 STREET New York, NY 10024",0.0,1.0,-1.0
"129 WEST 85 STREET New York, NY 10024",0.0,1.0,-1.0
"129 WEST 86 STREET New York, NY 10024",0.0,2.0,-2.0
"129 WEST 88 STREET New York, NY 10024",1.0,1.0,0.0
"129 WEST 92 STREET New York, NY 10025",1.0,0.0,1.0
"1291 ST NICHOLAS AVENUE New York, NY 10033",13.0,26.0,-13.0
"1293 1 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1293 3 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1293 MADISON AVENUE New York, NY 10128",0.0,1.0,-1.0
"1293 YORK AVENUE New York, NY 10021",0.0,1.0,-1.0
"1295 1 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1295 FIFTH AVENUE New York, NY 10029",50.0,20.0,30.0
"1296 3 AVENUE New York, NY 10021",1.0,1.0,0.0
"1296 MADISON AVENUE New York, NY 10128",0.0,4.0,-4.0
"1297 1 AVENUE New York, NY 10021",0.0,1.0,-1.0
"1297 LEXINGTON AVENUE New York, NY 10128",2.0,0.0,2.0
"1298 MADISON AVENUE New York, NY 10128",0.0,1.0,-1.0
"1299 2 AVENUE New York, NY 10065",0.0,1.0,-1.0
